age,annual_income,credit_score,number_of_dependents,years_employed,vehicle_value,annual_premium,monthly_expenses,savings_amount,loan_amount,number_of_policies,vehicle_ownership_duration,customer_since_years,policy_renewal_count,gender,marital_status,education_level,job_title,region,policy_type,employment_type,payment_frequency,communication_preference,relationship_to_policyholder,health_status,driving_record,home_ownership,risk_appetite,credit_utilization_band,owns_vehicle,has_children,has_previous_claims,is_smoker,is_diabetic,owns_multiple_policies,has_health_insurance,is_student,has_loyalty_discount,attended_defensive_driving,claim_status
79,65661.97,733.0,0,30,8894.91,866.66,2467.64,26085.91,14279.13,2,6,1,1,Female,Divorced,None,"Radiographer, diagnostic",East,Collision,Salaried,Yearly,Email,Spouse,Good,Good,Mortgage,Low,High,1,0,0,1,0,0,0,1,1,0,0
53,58293.92,701.0,4,30,25938.23,933.78,2445.44,4659.99,11465.8,4,16,2,1,Female,Widowed,High School,Bookseller,North,Comprehensive,Self-Employed,Quarterly,Email,Other,Very Good,Very Bad,Living with Family,Medium,Very High,0,1,0,0,0,1,0,0,1,1,0
31,61077.96,619.0,4,0,18136.43,1412.03,3716.62,1971.56,7595.52,2,5,1,3,Female,Widowed,PhD,Nature conservation officer,South,Personal Injury,Student,Yearly,SMS,Parent,Good,Bad,Owner,Medium,Medium,1,1,0,0,0,1,0,1,1,0,0
48,54736.73,693.0,2,4,7600.79,970.31,3367.47,25987.63,1644.77,2,10,4,1,Male,Married,Master,Acupuncturist,East,Third Party,Salaried,Quarterly,SMS,Self,Good,Very Bad,Renter,High,Low,1,1,0,0,0,0,0,1,1,1,0
65,40863.06,807.0,1,35,18534.34,861.84,2623.46,16999.45,1849.15,2,3,6,2,Male,Single,High School,Chief Financial Officer,South,Collision,Retired,Quarterly,Phone,Child,Fair,Average,Mortgage,Low,Low,0,1,0,0,0,1,0,1,1,0,0
32,58929.12,680.0,1,11,20200.25,1442.65,3039.96,3189.27,8980.59,3,18,14,0,Male,Married,Master,"Engineer, chemical",East,Collision,Self-Employed,Quarterly,In-person,Child,Very Good,Very Bad,Mortgage,High,Medium,1,0,0,0,1,1,1,1,1,1,0
25,70868.95,674.0,0,15,25936.32,1161.16,3438.49,14228.82,10830.15,2,11,7,2,Male,Single,Master,Neurosurgeon,South,Collision,Self-Employed,Monthly,SMS,Self,Good,Average,Mortgage,Medium,Medium,1,0,1,1,0,1,0,1,1,1,0
31,67725.82,670.0,1,15,-3882.91,1219.6,2021.74,8759.33,8236.34,2,16,5,0,Female,Single,,Manufacturing systems engineer,West,Third Party,Salaried,Quarterly,Phone,Spouse,Fair,Average,Renter,Medium,High,0,0,0,0,0,1,0,1,1,0,0
40,33836.37,705.0,2,20,23881.36,1132.84,1256.03,29888.33,4744.0,3,10,10,0,Female,Married,PhD,Land,West,Third Party,Unemployed,Monthly,In-person,Self,Fair,Excellent,Owner,Medium,High,1,0,0,0,0,0,0,1,0,1,0
77,63778.88,675.0,5,32,14881.4,1326.99,2942.42,12584.63,3969.72,1,10,8,4,Female,Single,,Actor,Central,Personal Injury,Retired,Quarterly,SMS,Self,Good,Very Bad,Owner,Medium,Medium,1,1,0,0,0,0,0,0,1,0,0
74,46608.46,694.0,1,25,28098.73,1405.64,3496.78,20316.08,10812.95,3,18,6,2,Male,Married,High School,,East,Personal Injury,Self-Employed,Quarterly,Phone,Spouse,Good,Excellent,Living with Family,High,Very High,1,0,0,0,0,0,0,1,1,1,0
79,80882.46,665.0,0,2,19981.34,1163.1,1128.25,14769.56,16784.48,2,15,5,1,Male,Single,Master,Public house manager,West,Personal Injury,Salaried,Quarterly,Phone,Self,Fair,Very Bad,Living with Family,Medium,High,0,0,0,1,0,0,0,1,1,0,1
57,64894.05,628.0,3,22,16666.18,750.56,2014.95,29369.72,6274.19,2,6,14,3,Female,Married,,Human resources officer,North,Third Party,Student,Quarterly,SMS,Child,Very Good,Average,Owner,Medium,Very High,1,1,0,0,0,1,1,0,1,1,0
38,73444.26,796.0,1,24,18225.0,1289.24,2306.87,17033.88,9876.94,3,10,4,4,Female,Single,PhD,"Therapist, drama",South,Comprehensive,Retired,Quarterly,Email,Spouse,Good,Good,Living with Family,High,Low,0,1,0,0,0,0,1,1,1,1,0
33,60317.52,675.0,2,19,23334.1,1098.0,1714.01,26575.53,6445.85,1,19,9,0,Female,Divorced,High School,Production engineer,West,Collision,Salaried,Monthly,Email,Child,Good,Excellent,Renter,Low,Very High,0,1,0,1,0,1,0,1,0,1,0
62,59009.18,839.0,3,35,29079.09,1457.19,2384.3,20414.17,13009.13,4,6,9,2,Female,Single,Bachelor,"Designer, textile",South,Third Party,Unemployed,Monthly,SMS,Self,Fair,Bad,Mortgage,High,Medium,1,0,1,0,0,0,1,0,0,1,0
35,82437.67,701.0,1,34,11088.89,931.32,1609.21,9468.89,9373.38,4,9,0,2,Female,Married,Master,Fine artist,West,Collision,Self-Employed,Yearly,Email,Parent,Good,Good,Owner,Low,High,1,1,0,1,0,1,0,1,1,1,1
64,74591.62,709.0,2,32,16563.4,1105.68,2244.73,15018.61,14940.0,1,11,0,1,Female,Divorced,High School,Health physicist,West,Personal Injury,Salaried,Quarterly,In-person,Self,Fair,Average,Owner,Medium,Low,1,0,0,0,0,1,1,0,1,0,0
70,61767.88,664.0,2,4,34693.46,755.44,3059.49,12871.84,10588.32,4,14,2,4,Male,Widowed,Bachelor,"Engineer, drilling",South,Third Party,Salaried,Quarterly,Phone,Self,Fair,Very Bad,Mortgage,Medium,Very High,0,1,0,0,0,0,0,1,1,1,0
41,57005.0,650.0,1,3,16388.88,1434.95,844.41,9265.32,10599.19,3,12,3,2,Male,Widowed,High School,Contracting civil engineer,East,Collision,Self-Employed,Yearly,In-person,Other,Excellent,Excellent,Living with Family,Low,Very High,1,1,0,0,0,1,0,1,1,1,0
43,34392.38,665.0,0,7,23672.5,1567.6,1659.12,4230.3,5734.24,2,15,7,3,Other,Divorced,None,,West,Personal Injury,Unemployed,Monthly,Email,Parent,Good,Average,Living with Family,Medium,Medium,1,1,0,0,0,1,0,1,0,1,0
42,64868.51,638.0,1,10,7658.08,1053.6,3620.55,28595.62,5819.92,2,9,14,3,Male,Divorced,High School,Chartered loss adjuster,Central,Third Party,Unemployed,Yearly,SMS,Other,Excellent,Excellent,Living with Family,High,Low,1,1,0,1,1,1,0,1,0,0,0
77,58108.44,633.0,2,26,2854.93,1141.78,1840.54,-5611.64,12299.25,2,10,4,1,Male,Divorced,None,"Engineer, chemical",Central,Collision,Retired,Monthly,Phone,Self,Good,Very Bad,Mortgage,High,Very High,1,1,0,1,0,0,0,1,0,0,0
77,68309.34,769.0,1,9,9597.95,957.1,421.14,28315.02,11149.56,4,15,11,1,Male,Married,PhD,,Central,Collision,Unemployed,Monthly,Email,Parent,Poor,Average,Living with Family,Medium,Low,0,1,0,0,0,0,1,1,1,1,0
77,72867.28,719.0,1,19,13101.08,986.02,2636.94,1623.65,20069.32,1,8,9,1,Male,Single,PhD,Special effects artist,South,Comprehensive,Salaried,Monthly,Phone,Parent,Fair,Very Bad,Mortgage,Low,Very High,1,1,0,0,0,1,1,1,1,1,0
62,78493.82,754.0,1,31,30399.11,1408.07,2440.2,20431.58,4515.3,3,0,8,3,Female,Widowed,Master,"Administrator, Civil Service",North,Third Party,Salaried,Monthly,Phone,Self,Very Good,Average,Renter,High,Very High,1,1,1,0,0,0,0,1,1,1,1
58,65054.89,736.0,1,26,31495.26,1048.75,2618.51,9144.35,14955.53,2,12,8,3,Female,Divorced,Master,Higher education lecturer,North,Collision,Salaried,Monthly,Phone,Self,Excellent,Bad,Living with Family,Medium,Low,1,1,1,0,1,0,0,1,1,1,0
46,44304.59,649.0,2,17,746.8,1342.54,2545.91,-1667.82,10651.17,3,15,7,3,Male,Widowed,Bachelor,Barrister,East,Comprehensive,Retired,Yearly,Email,Other,Very Good,Good,Living with Family,High,Low,0,1,0,0,0,0,0,0,0,1,0
32,27760.3,603.0,1,25,14587.55,1195.43,3518.33,26453.42,5129.85,4,0,0,1,Female,Widowed,High School,Metallurgist,South,Third Party,Student,Yearly,Phone,Self,Good,Excellent,Living with Family,Low,Medium,1,1,0,1,0,0,0,1,0,0,0
62,47629.5,656.0,1,34,26977.89,1425.17,1937.55,-8993.13,-3374.24,3,16,12,0,Male,Divorced,Master,"Engineer, materials",South,Personal Injury,Self-Employed,Quarterly,Phone,Self,Poor,Bad,Owner,Medium,High,1,0,1,0,0,0,1,1,1,0,0
18,80002.33,684.0,2,27,18946.47,1082.28,2424.96,22961.5,6822.49,3,1,14,0,Female,Widowed,Bachelor,"Administrator, charities/voluntary organisations",Central,Comprehensive,Self-Employed,Monthly,Email,Self,Excellent,Bad,Renter,High,Low,1,0,1,0,0,1,0,1,1,1,0
42,87352.37,737.0,1,0,35045.58,1525.59,2153.85,16299.26,7452.89,2,14,2,0,Female,Widowed,Bachelor,Advertising account executive,North,Comprehensive,Student,Quarterly,Email,Other,Good,Excellent,Owner,Low,Very High,1,0,0,1,0,0,0,1,1,1,0
24,56431.49,677.0,3,33,26735.01,1762.64,3041.09,25509.36,7442.48,2,2,5,1,Male,Married,Master,Radio broadcast assistant,South,Personal Injury,Unemployed,Yearly,In-person,Self,Very Good,Excellent,Living with Family,Low,Very High,0,1,0,0,0,0,0,0,1,0,0
26,38085.61,828.0,2,25,17323.15,689.9,3122.03,21263.46,14509.01,1,13,1,2,Female,Widowed,Master,"Lecturer, further education",North,Personal Injury,Unemployed,Monthly,In-person,Child,Good,Bad,Renter,Low,High,0,1,0,0,1,1,0,1,1,1,0
41,50273.8,658.0,1,5,18213.31,1172.35,2797.92,21129.29,7709.56,4,2,0,1,Male,Widowed,,Air traffic controller,East,Personal Injury,Salaried,Monthly,SMS,Self,Good,Bad,Mortgage,Low,Medium,0,0,0,1,1,1,0,0,1,0,0
18,77067.09,709.0,2,24,19432.1,1172.17,4223.04,23979.07,11364.46,4,19,1,4,Male,Divorced,Bachelor,Risk analyst,Central,Third Party,Salaried,Monthly,Email,Self,Poor,Good,Living with Family,Medium,Low,1,0,0,0,0,0,0,1,1,0,0
61,51134.8,650.0,0,16,11540.43,985.29,2942.64,23375.73,3030.49,3,18,0,2,Female,Married,High School,Artist,North,Comprehensive,Retired,Quarterly,SMS,Spouse,Good,Bad,Owner,Low,Low,0,0,0,0,0,0,0,1,1,1,0
25,68836.86,700.0,1,25,29392.14,1322.25,3504.0,19506.79,11943.64,4,1,1,1,Female,Divorced,PhD,"Psychologist, counselling",North,Personal Injury,Salaried,Quarterly,Phone,Parent,Good,Very Bad,Renter,High,Medium,1,0,0,0,1,0,1,1,1,1,0
41,62528.37,673.0,1,20,27424.29,1536.18,1791.7,11653.97,3502.62,4,3,6,1,Female,Widowed,High School,Production manager,South,Comprehensive,Self-Employed,Monthly,Email,Other,Fair,Bad,Renter,Medium,Low,1,1,0,0,1,0,0,1,1,1,0
28,70650.05,667.0,2,31,24542.71,607.79,1941.43,12708.28,13379.74,4,5,3,3,Male,Divorced,Bachelor,Travel agency manager,North,Collision,Salaried,Quarterly,SMS,Self,Fair,Very Bad,Living with Family,Low,High,1,0,0,0,0,0,0,1,0,0,1
68,87270.16,649.0,2,24,22425.75,585.09,4084.27,16067.69,14834.52,4,0,5,4,Female,Widowed,None,Field seismologist,South,Collision,Student,Monthly,Email,Spouse,Good,Excellent,Renter,Medium,Low,1,1,0,0,0,1,0,1,0,1,0
34,68846.72,687.0,0,31,9818.02,1697.23,1416.86,12337.71,2502.74,1,5,4,2,Female,Married,Master,Actuary,South,Third Party,Salaried,Monthly,In-person,Parent,Good,Bad,Renter,Medium,High,1,1,0,1,0,0,0,1,1,0,0
25,62203.74,721.0,1,18,25041.93,1128.12,3114.28,36860.36,19616.27,2,7,7,1,Male,Single,None,Market researcher,Central,Third Party,Student,Yearly,Email,Self,Good,Average,Mortgage,High,Medium,0,0,0,0,1,0,1,1,0,1,0
52,88925.6,631.0,2,1,21291.02,1226.84,3529.35,14134.81,7726.47,2,14,9,4,Female,Married,High School,"Scientist, physiological",West,Collision,Student,Yearly,Phone,Parent,Fair,Good,Mortgage,Low,Very High,1,1,0,0,1,1,0,1,1,1,0
52,65243.28,677.0,0,34,40022.69,879.46,3440.44,3502.07,11811.08,4,19,13,3,Male,Widowed,High School,Occupational psychologist,East,Personal Injury,Retired,Monthly,In-person,Other,Good,Bad,Renter,Medium,Medium,1,0,0,0,0,0,1,1,1,1,0
50,48105.79,704.0,1,15,7067.09,1213.3,1223.74,13794.2,13823.44,1,14,5,0,Female,Divorced,Bachelor,Advertising account planner,North,Comprehensive,Salaried,Quarterly,SMS,Parent,Good,Bad,Living with Family,Medium,Very High,1,1,0,1,0,1,0,1,1,1,0
76,70311.98,714.0,1,15,12767.05,1610.66,2219.35,6615.32,6630.22,4,7,4,1,Female,Single,Bachelor,Archaeologist,South,Third Party,Unemployed,Yearly,Phone,Parent,Excellent,Very Bad,Owner,Medium,High,1,1,0,0,0,1,0,1,1,0,0
22,66711.83,773.0,1,32,4133.55,1348.93,2997.76,34578.53,6495.78,4,13,13,4,Male,Widowed,Master,Hospital doctor,East,Third Party,Unemployed,Quarterly,In-person,Spouse,Good,Excellent,Living with Family,Medium,Low,1,1,1,1,0,0,0,1,0,1,0
59,55381.46,708.0,2,23,17819.8,1257.82,3093.61,15977.79,7880.65,1,19,3,0,Female,Divorced,PhD,"Administrator, local government",East,Third Party,Student,Quarterly,Phone,Spouse,Good,Very Bad,Renter,Medium,Very High,1,1,0,0,0,1,0,1,1,1,0
56,52236.21,659.0,0,30,2591.01,669.0,2492.79,21348.01,12288.15,4,0,14,1,Male,Single,Master,Radiation protection practitioner,Central,Third Party,Self-Employed,Yearly,Email,Child,Very Good,Average,Owner,Low,Low,0,0,0,0,1,1,0,1,1,0,0
75,55526.11,651.0,2,22,31855.02,1422.81,1943.11,20151.89,12920.17,2,3,1,0,Male,Married,Bachelor,"Surveyor, building",North,Collision,Unemployed,Quarterly,In-person,Parent,,Good,Renter,Low,Low,1,0,0,0,0,1,0,1,1,1,0
58,52021.66,650.0,0,16,30922.37,1202.88,2281.21,24456.91,16978.0,2,2,12,4,Female,Divorced,None,"Scientist, physiological",West,Comprehensive,Student,Quarterly,Phone,Spouse,Excellent,Bad,Renter,Medium,Low,1,1,0,0,0,0,0,0,1,1,0
45,56013.6,648.0,3,32,18403.68,1017.6,2005.41,17384.44,16216.28,1,5,8,4,Male,Widowed,Bachelor,Accommodation manager,South,Comprehensive,Unemployed,Yearly,SMS,Spouse,Very Good,Very Bad,Renter,Medium,Medium,0,0,0,0,0,0,0,1,0,1,0
24,47358.05,690.0,1,36,9862.78,1392.75,1505.82,11012.39,16154.2,2,17,14,4,Female,Divorced,PhD,Further education lecturer,West,Collision,Self-Employed,Quarterly,Email,Self,Good,Excellent,Mortgage,High,Low,1,0,0,1,0,0,0,1,1,1,0
26,65792.32,701.0,3,35,4758.97,945.64,2260.74,15472.48,14370.52,2,9,5,3,Male,Divorced,Master,"Therapist, nutritional",Central,Collision,Student,Monthly,Phone,Child,Good,Very Bad,Mortgage,Low,High,1,0,0,0,0,0,0,1,1,0,0
25,64668.02,721.0,1,18,12961.35,1368.23,3979.44,2734.39,13986.85,4,6,8,4,Female,Divorced,Bachelor,Telecommunications researcher,Central,Third Party,Salaried,Monthly,Email,Other,Good,Very Bad,Living with Family,Low,Medium,1,1,0,0,0,1,1,1,1,1,0
29,65178.03,713.0,1,20,26253.71,1565.07,2276.9,13502.32,7982.62,2,11,9,1,Male,Married,High School,Chartered management accountant,North,Collision,Salaried,Quarterly,Email,Parent,Excellent,Average,Owner,Medium,Very High,1,0,0,1,0,1,0,1,0,1,0
51,59064.46,742.0,0,38,12129.47,1246.26,1289.77,32939.12,7230.41,3,15,4,3,Female,Married,PhD,Dentist,East,Comprehensive,Student,Quarterly,Phone,Self,Good,Good,Mortgage,Medium,Low,0,0,0,0,0,1,0,1,1,1,0
50,57335.05,646.0,1,39,39085.76,1072.8,2213.06,22352.08,2285.06,1,16,13,4,Female,Widowed,None,IT trainer,West,Comprehensive,Self-Employed,Yearly,Email,Other,Good,Good,Owner,Low,Low,0,1,0,0,0,0,0,1,0,0,0
65,81630.09,761.0,0,18,34906.95,1028.35,3882.43,13937.12,16993.79,3,8,10,4,Male,Single,PhD,Educational psychologist,West,Collision,Self-Employed,Monthly,SMS,Child,Poor,Good,Renter,Medium,Medium,1,0,0,1,1,1,1,1,0,1,0
72,61011.09,648.0,5,7,20008.24,1314.81,1225.66,35116.99,10238.28,4,2,10,4,Male,Single,None,Education administrator,Central,Collision,Student,Yearly,Phone,Self,Very Good,Average,Living with Family,Medium,Medium,1,0,0,0,0,0,1,1,1,0,0
40,78956.5,697.0,0,25,15381.32,1070.39,2499.25,8905.66,11669.64,4,14,6,1,Male,Married,None,Health and safety inspector,South,Comprehensive,Student,Yearly,SMS,Child,Good,Average,Living with Family,Medium,Low,1,0,0,0,1,1,0,1,0,1,0
79,45053.76,670.0,1,17,14308.04,1909.95,3090.19,18427.53,-4063.79,1,19,11,0,Female,Divorced,High School,"Engineer, materials",North,Collision,Retired,Monthly,Phone,Other,Good,Excellent,Owner,Low,Medium,1,1,0,1,0,1,1,1,1,1,0
41,68837.67,678.0,1,13,35983.77,775.47,1587.24,11970.36,6707.51,1,4,5,3,Male,Single,None,"Geneticist, molecular",North,Collision,Unemployed,Monthly,SMS,Other,Good,Bad,Owner,Low,Low,0,1,1,0,0,0,0,1,1,1,0
54,48979.45,713.0,1,17,13433.05,1161.07,2652.64,12953.76,14868.03,1,3,0,4,Male,Divorced,High School,Orthoptist,East,Personal Injury,Unemployed,Monthly,Phone,Parent,Excellent,Good,Owner,Medium,High,1,0,0,1,1,0,1,1,1,1,0
52,51657.72,608.0,1,36,29343.69,1281.77,1769.39,18939.56,11652.84,1,4,3,2,Male,Widowed,Master,Licensed conveyancer,East,Collision,Unemployed,Quarterly,In-person,Other,Excellent,Excellent,Mortgage,Low,Very High,1,1,0,0,0,1,0,1,1,0,0
61,53821.41,638.0,0,27,20217.92,1246.06,1519.4,20760.26,6692.27,4,7,10,3,Male,Single,High School,Special educational needs teacher,North,Personal Injury,Retired,Yearly,SMS,Child,Good,Bad,Mortgage,Low,High,1,0,0,1,0,0,1,1,1,1,0
57,52881.02,717.0,3,32,27135.62,1031.77,2998.13,12972.71,9413.58,4,1,10,3,Male,Married,Bachelor,Sport and exercise psychologist,East,Collision,Self-Employed,Yearly,Email,Self,Very Good,Bad,Renter,Low,Medium,0,0,0,1,0,1,1,0,0,1,0
39,52955.93,679.0,2,5,11796.03,1569.68,3958.44,6639.1,19894.29,4,6,7,0,Female,Widowed,Bachelor,Insurance risk surveyor,West,Collision,Student,Yearly,Email,Other,Excellent,Very Bad,Renter,Medium,Medium,1,1,1,0,0,0,0,1,1,0,0
44,78259.13,667.0,4,6,16670.81,1400.06,2190.37,33322.35,8822.26,3,18,4,3,Male,Single,Bachelor,Actor,North,Third Party,Self-Employed,Monthly,In-person,Spouse,Poor,Good,Living with Family,Medium,Very High,1,1,0,0,0,1,0,1,0,1,0
52,60681.17,623.0,0,4,19758.17,1421.94,2964.6,16014.55,10605.41,1,14,9,1,Male,Widowed,Bachelor,Clothing/textile technologist,West,Comprehensive,Student,Monthly,Phone,Other,Good,Good,Owner,Medium,High,1,0,0,0,0,0,0,1,1,1,0
18,63375.83,667.0,1,26,13686.33,999.62,2886.99,4629.73,9966.76,1,19,13,3,Male,Divorced,PhD,"Conservator, furniture",Central,Third Party,Student,Yearly,In-person,Parent,Fair,Average,Renter,Low,Low,1,1,0,0,0,0,0,1,1,1,0
52,53142.6,714.0,0,7,32492.24,1079.18,2639.2,4777.24,11039.68,2,3,8,1,Male,Divorced,PhD,"Therapist, drama",South,Comprehensive,Salaried,Monthly,SMS,Child,,Average,Living with Family,Low,Medium,1,1,1,0,0,0,0,1,1,1,0
54,72854.09,651.0,0,37,12356.92,1346.47,1949.01,34910.1,16020.29,1,14,13,1,Female,Widowed,Master,Dancer,South,Personal Injury,Unemployed,Yearly,Email,Spouse,Fair,Bad,Owner,High,Medium,0,0,0,0,0,1,1,1,0,1,0
64,65325.84,748.0,1,32,14229.68,869.85,1689.36,39639.09,22411.05,3,3,11,1,Male,Divorced,Master,Archivist,South,Collision,Unemployed,Quarterly,In-person,Child,Fair,Average,Living with Family,Low,Medium,1,0,0,0,1,0,1,1,1,0,0
31,55366.07,733.0,2,11,33587.0,1399.67,1862.25,18366.37,17383.31,4,2,8,4,Other,Divorced,PhD,"Optician, dispensing",South,Collision,Self-Employed,Quarterly,In-person,Spouse,Good,Very Bad,Living with Family,Medium,High,1,0,0,0,0,0,1,0,0,1,0
20,36235.74,662.0,1,36,31649.27,1169.71,2357.0,8861.05,11166.81,2,15,10,3,Female,Divorced,Bachelor,Sports administrator,North,Third Party,Salaried,Quarterly,SMS,Self,Excellent,Good,Renter,Medium,Low,1,1,0,0,1,0,1,1,0,1,0
18,63244.45,650.0,0,36,35879.79,1519.38,2164.57,18325.82,15963.77,2,5,8,0,Male,Married,Bachelor,Public librarian,East,Comprehensive,Salaried,Monthly,SMS,Child,Fair,Good,Living with Family,Low,High,1,0,0,0,1,0,0,0,1,1,0
22,68635.19,541.0,3,14,917.27,1071.71,1580.73,11943.72,2528.81,3,17,2,1,Female,Single,None,Museum education officer,South,Personal Injury,Self-Employed,Yearly,Phone,Parent,Very Good,Bad,Mortgage,Low,High,1,0,0,1,0,0,1,1,1,1,0
43,45317.28,626.0,4,16,22007.23,1744.25,2335.87,20736.05,9910.22,1,14,7,1,Female,Divorced,PhD,Merchant navy officer,North,Personal Injury,Unemployed,Monthly,Phone,Spouse,Good,Very Bad,Living with Family,Low,Medium,1,1,0,0,0,0,0,1,1,1,0
72,55569.08,623.0,3,36,20902.81,1323.15,1991.44,18500.88,6499.99,3,6,13,2,Female,Widowed,None,Community arts worker,West,Third Party,Retired,Yearly,In-person,Other,Poor,Excellent,Living with Family,Low,Very High,1,0,0,1,0,0,1,1,0,1,0
31,68057.41,608.0,0,28,14382.67,1356.13,2945.57,14675.52,7152.94,2,18,8,0,Female,Married,None,"Social research officer, government",South,Comprehensive,Salaried,Quarterly,In-person,Self,Fair,Excellent,Mortgage,High,High,1,1,0,0,1,1,0,1,1,1,0
56,36436.08,678.0,0,2,23244.59,992.23,2187.25,14156.14,14803.48,3,15,4,1,Female,Married,None,Educational psychologist,Central,Personal Injury,Unemployed,Quarterly,SMS,Spouse,,Bad,Owner,High,Medium,0,0,0,0,0,1,1,0,0,1,0
44,50267.22,695.0,2,10,16785.58,1276.0,3175.0,12798.96,16832.69,4,6,2,0,Female,Widowed,Bachelor,Acupuncturist,West,Personal Injury,Self-Employed,Quarterly,SMS,Self,Good,Bad,Renter,Medium,Low,1,0,0,0,0,0,0,1,1,1,0
26,65653.63,770.0,3,25,21619.92,1035.23,2683.78,24485.45,3346.05,4,16,9,4,Female,Divorced,High School,Horticultural therapist,East,Collision,Unemployed,Monthly,Phone,Child,Fair,Excellent,Renter,High,Low,1,1,0,0,0,0,0,1,0,0,0
32,76575.28,683.0,0,39,54018.76,737.89,2102.67,13072.14,9119.26,3,8,4,2,Male,Married,None,Health and safety inspector,West,Collision,Retired,Quarterly,In-person,Child,Fair,Good,Renter,Medium,High,1,0,0,0,0,1,0,1,1,0,0
32,92786.7,578.0,1,5,23171.31,1141.3,2369.26,35555.66,6742.14,4,2,8,2,Male,Single,Bachelor,Illustrator,South,Third Party,Unemployed,Monthly,In-person,Parent,Fair,Very Bad,Owner,High,High,1,1,0,1,1,0,1,0,1,1,0
43,89379.82,642.0,1,34,23591.32,1548.85,2391.91,36487.82,13339.19,4,1,5,1,Female,Married,None,Air cabin crew,Central,Comprehensive,Salaried,Monthly,Email,Self,Good,Average,Owner,Low,High,1,1,1,0,0,0,0,1,1,1,0
59,62156.54,710.0,0,23,28212.19,1180.76,2632.93,11217.35,15558.08,1,13,0,1,Male,Divorced,Master,"Therapist, speech and language",North,Collision,Salaried,Monthly,Phone,Spouse,Very Good,Excellent,Mortgage,Low,Low,0,1,0,0,0,0,0,1,0,1,0
77,52736.6,675.0,3,38,21806.45,1111.76,2788.82,11393.08,21331.38,1,2,12,3,Male,Married,High School,Quality manager,West,Collision,Unemployed,Yearly,SMS,Other,Good,Excellent,Mortgage,Medium,Low,1,1,0,0,0,1,0,1,1,0,0
30,73846.83,722.0,1,33,9019.67,1107.77,2139.78,14509.19,15986.37,4,15,5,4,Female,Divorced,PhD,"Administrator, Civil Service",West,Collision,Unemployed,Quarterly,Phone,Parent,Good,Average,Living with Family,Low,Medium,0,0,1,0,0,0,0,1,0,0,0
68,51846.11,654.0,4,23,3532.88,1872.47,2309.18,8582.72,15728.08,4,10,1,0,Male,Single,High School,Retail manager,Central,Collision,Unemployed,Quarterly,Email,Child,Very Good,Excellent,Living with Family,High,High,1,0,0,1,0,0,1,1,1,1,0
49,48568.57,737.0,1,18,19707.09,1382.53,2591.48,23512.55,4993.09,2,6,3,2,Female,Widowed,Master,Adult nurse,East,Collision,Self-Employed,Quarterly,Email,Spouse,,Bad,Owner,High,Medium,1,1,0,1,0,0,1,1,1,1,0
56,55421.01,692.0,2,12,17308.89,723.0,134.27,26844.66,6622.34,4,18,3,3,Female,Single,None,Orthoptist,Central,Personal Injury,Unemployed,Monthly,Phone,Spouse,Fair,Good,Mortgage,High,Medium,0,1,0,0,0,0,0,1,0,1,0
66,53539.9,693.0,1,8,363.98,1037.06,2942.4,27835.58,10279.19,4,1,9,0,Male,Widowed,High School,Audiological scientist,East,Personal Injury,Salaried,Quarterly,SMS,Other,Poor,Excellent,Living with Family,Medium,Low,0,1,0,0,0,0,0,1,1,1,1
69,66189.46,687.0,0,18,36293.93,1079.75,1737.02,12919.33,22840.28,2,11,3,1,Female,Widowed,,Educational psychologist,West,Third Party,Salaried,Yearly,In-person,Child,Poor,Good,Living with Family,Low,Low,0,1,0,0,0,1,0,1,1,1,0
78,50963.98,641.0,1,31,21070.03,983.64,2268.75,12795.12,10381.96,1,8,0,0,Female,Widowed,Master,Mining engineer,West,Third Party,Retired,Yearly,In-person,Parent,Good,Average,Living with Family,High,Low,0,0,0,0,0,0,1,1,1,1,0
49,61276.83,677.0,2,20,34394.36,1219.31,1958.11,-4911.08,17156.86,2,2,7,4,Female,Single,Master,Biomedical scientist,East,Personal Injury,Unemployed,Monthly,SMS,Self,Poor,Good,Mortgage,Medium,Medium,1,0,0,0,0,1,0,1,1,1,0
21,83924.3,694.0,2,31,-2318.62,1027.83,3098.8,8431.24,7905.56,1,14,3,3,Female,Single,Bachelor,Medical illustrator,East,Third Party,Unemployed,Yearly,Email,Other,Good,Very Bad,Living with Family,Low,Low,1,1,1,0,0,0,1,0,1,1,0
